-4.936432489840742455e-01,0.000000000000000000e+00,-4.959831137986458471e-01,-1.310802270647694594e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-4.988980552669142754e-01,-2.587175879185647179e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-5.030219475450717903e-01,-3.880311905091484836e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-5.090931276177211862e-01,-5.086820908056953992e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-5.154757078378094937e-01,-6.393964876042142718e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-5.240250835448596600e-01,-7.682544921070092944e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-5.331544499944778082e-01,-9.020372810939833105e-03
-4.936432489840742455e-01,0.000000000000000000e+00,-5.443544903798889223e-01,-1.036088831558451724e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-5.567339336859276067e-01,-1.162215354468813452e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-5.677512824066384134e-01,-1.283421294797919103e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-5.826215327782385822e-01,-1.399500493092485122e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-5.979650110500484006e-01,-1.493517226533830518e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-6.144072248031083872e-01,-1.581002310226274285e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-6.314829906240393420e-01,-1.649596392797604907e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-6.488899855508268866e-01,-1.716368435911373724e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-6.662655206014226339e-01,-1.770443044171731914e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-6.833859514019682280e-01,-1.801070656571936504e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-7.037003177312962654e-01,-1.852469798480688157e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-7.219209048927937022e-01,-1.872879857759185418e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-7.389324154302606695e-01,-1.875844703788439455e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-7.569178029988645751e-01,-1.866141012539991248e-02
-4.936432489840742455e-01,0.000000000000000000e+00,-7.764937626992138853e-01,-1.854568507371006161e-02
